generated_at_jst,type,title,repo_url,pages_url,pages_status,issue_template_url,release_url,asset_url,paid_offer_url,lead_tool_url,order_issue_url,price,first_100_path,proof_rule,money_confirmed_usd,status,repo_order_issue_url,repo_order_issue_number,repo_order_issue_state,repo_order_issue_comments,repo_order_issue_updated_at,standalone_index_url,standalone_indexnow_key_url,standalone_indexnow_url_count,standalone_indexnow_http_code,standalone_indexnow_submitted_at_jst,standalone_indexnow_status
2026-06-11 05:32:53 JST,service,Automation Blueprint Starter,https://github.com/jaxassistant55/automation-blueprint-starter,https://jaxassistant55.github.io/automation-blueprint-starter/demo/,live_http_200,https://github.com/jaxassistant55/automation-blueprint-starter/issues/new?template=paid-inquiry.md,https://github.com/jaxassistant55/automation-blueprint-starter/releases/tag/preview-v1,https://github.com/jaxassistant55/automation-blueprint-starter/releases/download/preview-v1/automation-blueprint-starter-preview.zip,https://jaxassistant55.github.io/jax-micro-offer-studio/automation-blueprint.html,https://jaxassistant55.github.io/jax-micro-offer-studio/workflow-blueprint-lite.html,https://github.com/jaxassistant55/jax-micro-offer-studio/issues/2,$100,One paid Automation Blueprint order clears $100 before fees/refunds.,"Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared.",0,public_repo_release_issue_template_pages_live_no_buyer_or_payment,https://github.com/jaxassistant55/automation-blueprint-starter/issues/1,1,open,0,2026-06-10T20:54:06Z,https://jaxassistant55.github.io/automation-blueprint-starter/,https://jaxassistant55.github.io/automation-blueprint-starter/32ac58c2-053a-4ba2-ba9a-a6a92cdecf12.txt,2,202,2026-06-11 06:16:45 JST,indexnow_accepted_or_pending
2026-06-11 05:03:37 JST,product,Browser Extension Template Preview,https://github.com/jaxassistant55/browser-extension-template-preview,https://jaxassistant55.github.io/browser-extension-template-preview/sample/popup.html,live_http_200,https://github.com/jaxassistant55/browser-extension-template-preview/issues/new?template=paid-inquiry.md,https://github.com/jaxassistant55/browser-extension-template-preview/releases/tag/preview-v1,https://github.com/jaxassistant55/browser-extension-template-preview/releases/download/preview-v1/browser-extension-template-preview.zip,https://jaxassistant55.github.io/jax-micro-offer-studio/browser-extension-template.html,https://jaxassistant55.github.io/jax-micro-offer-studio/browser-extension-template-preview-builder.html,https://github.com/jaxassistant55/jax-micro-offer-studio/issues/8,$29,Four paid browser-extension template transfers gross at least $100 before fees/refunds.,"Count $0 unless a real buyer accepts the product transfer, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared.",0,public_repo_release_issue_template_pages_live_no_buyer_or_payment,https://github.com/jaxassistant55/browser-extension-template-preview/issues/1,1,open,0,2026-06-10T20:54:08Z,https://jaxassistant55.github.io/browser-extension-template-preview/,https://jaxassistant55.github.io/browser-extension-template-preview/32ac58c2-053a-4ba2-ba9a-a6a92cdecf12.txt,2,202,2026-06-11 06:16:45 JST,indexnow_accepted_or_pending
2026-06-11 05:44:32 JST,service,Career Packet Starter,https://github.com/jaxassistant55/career-packet-starter,https://jaxassistant55.github.io/career-packet-starter/demo/,live_http_200,https://github.com/jaxassistant55/career-packet-starter/issues/new?template=paid-inquiry.md,https://github.com/jaxassistant55/career-packet-starter/releases/tag/preview-v1,https://github.com/jaxassistant55/career-packet-starter/releases/download/preview-v1/career-packet-starter-preview.zip,https://jaxassistant55.github.io/jax-micro-offer-studio/resume-linkedin-interview-pack.html,https://jaxassistant55.github.io/jax-micro-offer-studio/career-packet-brief-builder.html,https://github.com/jaxassistant55/jax-micro-offer-studio/issues/23,$125,One paid Resume / LinkedIn / Interview Pack order clears $100 before fees/refunds.,"Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared.",0,public_repo_release_issue_template_pages_live_no_buyer_or_payment,https://github.com/jaxassistant55/career-packet-starter/issues/1,1,open,0,2026-06-10T20:54:11Z,https://jaxassistant55.github.io/career-packet-starter/,https://jaxassistant55.github.io/career-packet-starter/32ac58c2-053a-4ba2-ba9a-a6a92cdecf12.txt,2,202,2026-06-11 06:16:45 JST,indexnow_accepted_or_pending
2026-06-11 05:32:53 JST,service,Client Intake SOP Starter,https://github.com/jaxassistant55/client-intake-sop-starter,https://jaxassistant55.github.io/client-intake-sop-starter/demo/,live_http_200,https://github.com/jaxassistant55/client-intake-sop-starter/issues/new?template=paid-inquiry.md,https://github.com/jaxassistant55/client-intake-sop-starter/releases/tag/preview-v1,https://github.com/jaxassistant55/client-intake-sop-starter/releases/download/preview-v1/client-intake-sop-starter-preview.zip,https://jaxassistant55.github.io/jax-micro-offer-studio/client-intake-and-sop-package.html,https://jaxassistant55.github.io/jax-micro-offer-studio/client-intake-sop-builder.html,https://github.com/jaxassistant55/jax-micro-offer-studio/issues/22,$125,One paid Client Intake and SOP Package order clears $100 before fees/refunds.,"Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared.",0,public_repo_release_issue_template_pages_live_no_buyer_or_payment,https://github.com/jaxassistant55/client-intake-sop-starter/issues/1,1,open,0,2026-06-10T20:54:13Z,https://jaxassistant55.github.io/client-intake-sop-starter/,https://jaxassistant55.github.io/client-intake-sop-starter/32ac58c2-053a-4ba2-ba9a-a6a92cdecf12.txt,2,202,2026-06-11 06:16:45 JST,indexnow_accepted_or_pending
2026-06-11 05:32:53 JST,service,Content Repurposing Sprint Starter,https://github.com/jaxassistant55/content-repurposing-sprint-starter,https://jaxassistant55.github.io/content-repurposing-sprint-starter/demo/,live_http_200,https://github.com/jaxassistant55/content-repurposing-sprint-starter/issues/new?template=paid-inquiry.md,https://github.com/jaxassistant55/content-repurposing-sprint-starter/releases/tag/preview-v1,https://github.com/jaxassistant55/content-repurposing-sprint-starter/releases/download/preview-v1/content-repurposing-sprint-starter-preview.zip,https://jaxassistant55.github.io/jax-micro-offer-studio/content-repurposing-sprint.html,https://jaxassistant55.github.io/jax-micro-offer-studio/content-repurposing-brief-builder.html,https://github.com/jaxassistant55/jax-micro-offer-studio/issues/18,$100,One paid Content Repurposing Sprint order clears $100 before fees/refunds.,"Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared.",0,public_repo_release_issue_template_pages_live_no_buyer_or_payment,https://github.com/jaxassistant55/content-repurposing-sprint-starter/issues/1,1,open,0,2026-06-10T20:54:16Z,https://jaxassistant55.github.io/content-repurposing-sprint-starter/,https://jaxassistant55.github.io/content-repurposing-sprint-starter/32ac58c2-053a-4ba2-ba9a-a6a92cdecf12.txt,2,202,2026-06-11 06:16:45 JST,indexnow_accepted_or_pending
2026-06-11 05:32:53 JST,service,Data Cleanup Sprint Starter,https://github.com/jaxassistant55/data-cleanup-sprint-starter,https://jaxassistant55.github.io/data-cleanup-sprint-starter/demo/,live_http_200,https://github.com/jaxassistant55/data-cleanup-sprint-starter/issues/new?template=paid-inquiry.md,https://github.com/jaxassistant55/data-cleanup-sprint-starter/releases/tag/preview-v1,https://github.com/jaxassistant55/data-cleanup-sprint-starter/releases/download/preview-v1/data-cleanup-sprint-starter-preview.zip,https://jaxassistant55.github.io/jax-micro-offer-studio/data-cleanup-sprint.html,https://jaxassistant55.github.io/jax-micro-offer-studio/csv-cleaner-lite.html,https://github.com/jaxassistant55/jax-micro-offer-studio/issues/3,$125,One paid Data Cleanup Sprint order clears $100 before fees/refunds.,"Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared.",0,public_repo_release_issue_template_pages_live_no_buyer_or_payment,https://github.com/jaxassistant55/data-cleanup-sprint-starter/issues/1,1,open,0,2026-06-10T20:54:19Z,https://jaxassistant55.github.io/data-cleanup-sprint-starter/,https://jaxassistant55.github.io/data-cleanup-sprint-starter/32ac58c2-053a-4ba2-ba9a-a6a92cdecf12.txt,2,202,2026-06-11 06:16:45 JST,indexnow_accepted_or_pending
2026-06-11 05:32:53 JST,service,Local SEO GBP Audit Starter,https://github.com/jaxassistant55/local-seo-gbp-audit-starter,https://jaxassistant55.github.io/local-seo-gbp-audit-starter/demo/,live_http_200,https://github.com/jaxassistant55/local-seo-gbp-audit-starter/issues/new?template=paid-inquiry.md,https://github.com/jaxassistant55/local-seo-gbp-audit-starter/releases/tag/preview-v1,https://github.com/jaxassistant55/local-seo-gbp-audit-starter/releases/download/preview-v1/local-seo-gbp-audit-starter-preview.zip,https://jaxassistant55.github.io/jax-micro-offer-studio/local-seo-gbp-audit.html,https://jaxassistant55.github.io/jax-micro-offer-studio/local-seo-gbp-brief-builder.html,https://github.com/jaxassistant55/jax-micro-offer-studio/issues/21,$175,One paid Local SEO / GBP Audit order clears $100 before fees/refunds.,"Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared.",0,public_repo_release_issue_template_pages_live_no_buyer_or_payment,https://github.com/jaxassistant55/local-seo-gbp-audit-starter/issues/1,1,open,0,2026-06-10T20:54:21Z,https://jaxassistant55.github.io/local-seo-gbp-audit-starter/,https://jaxassistant55.github.io/local-seo-gbp-audit-starter/32ac58c2-053a-4ba2-ba9a-a6a92cdecf12.txt,2,202,2026-06-11 06:16:45 JST,indexnow_accepted_or_pending
2026-06-11 05:44:32 JST,service,Niche Quote Estimator Starter,https://github.com/jaxassistant55/niche-quote-estimator-starter,https://jaxassistant55.github.io/niche-quote-estimator-starter/demo/,live_http_200,https://github.com/jaxassistant55/niche-quote-estimator-starter/issues/new?template=paid-inquiry.md,https://github.com/jaxassistant55/niche-quote-estimator-starter/releases/tag/preview-v1,https://github.com/jaxassistant55/niche-quote-estimator-starter/releases/download/preview-v1/niche-quote-estimator-starter-preview.zip,https://jaxassistant55.github.io/jax-micro-offer-studio/niche-quote-estimator.html,https://jaxassistant55.github.io/jax-micro-offer-studio/quote-estimator-scope-builder.html,https://github.com/jaxassistant55/jax-micro-offer-studio/issues/7,$150,One paid Niche Quote Estimator order clears $100 before fees/refunds.,"Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared.",0,public_repo_release_issue_template_pages_live_no_buyer_or_payment,https://github.com/jaxassistant55/niche-quote-estimator-starter/issues/1,1,open,0,2026-06-10T20:54:24Z,https://jaxassistant55.github.io/niche-quote-estimator-starter/,https://jaxassistant55.github.io/niche-quote-estimator-starter/32ac58c2-053a-4ba2-ba9a-a6a92cdecf12.txt,2,202,2026-06-11 06:16:45 JST,indexnow_accepted_or_pending
2026-06-11 05:32:53 JST,service,PDF Table Extraction Starter,https://github.com/jaxassistant55/pdf-table-extraction-starter,https://jaxassistant55.github.io/pdf-table-extraction-starter/demo/,live_http_200,https://github.com/jaxassistant55/pdf-table-extraction-starter/issues/new?template=paid-inquiry.md,https://github.com/jaxassistant55/pdf-table-extraction-starter/releases/tag/preview-v1,https://github.com/jaxassistant55/pdf-table-extraction-starter/releases/download/preview-v1/pdf-table-extraction-starter-preview.zip,https://jaxassistant55.github.io/jax-micro-offer-studio/pdf-table-extraction.html,https://jaxassistant55.github.io/jax-micro-offer-studio/pdf-table-intake-builder.html,https://github.com/jaxassistant55/jax-micro-offer-studio/issues/20,$125,One paid PDF/Table Extraction order clears $100 before fees/refunds.,"Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared.",0,public_repo_release_issue_template_pages_live_no_buyer_or_payment,https://github.com/jaxassistant55/pdf-table-extraction-starter/issues/1,1,open,0,2026-06-10T20:54:27Z,https://jaxassistant55.github.io/pdf-table-extraction-starter/,https://jaxassistant55.github.io/pdf-table-extraction-starter/32ac58c2-053a-4ba2-ba9a-a6a92cdecf12.txt,2,202,2026-06-11 06:16:45 JST,indexnow_accepted_or_pending
2026-06-11 05:44:32 JST,service,Resale Listing Research Starter,https://github.com/jaxassistant55/resale-listing-research-starter,https://jaxassistant55.github.io/resale-listing-research-starter/demo/,live_http_200,https://github.com/jaxassistant55/resale-listing-research-starter/issues/new?template=paid-inquiry.md,https://github.com/jaxassistant55/resale-listing-research-starter/releases/tag/preview-v1,https://github.com/jaxassistant55/resale-listing-research-starter/releases/download/preview-v1/resale-listing-research-starter-preview.zip,https://jaxassistant55.github.io/jax-micro-offer-studio/resale-listing-and-price-research-pack.html,https://jaxassistant55.github.io/jax-micro-offer-studio/resale-listing-draft-builder.html,https://github.com/jaxassistant55/jax-micro-offer-studio/issues/14,$100,One paid Resale Listing and Price Research Pack order clears $100 before fees/refunds.,"Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared.",0,public_repo_release_issue_template_pages_live_no_buyer_or_payment,https://github.com/jaxassistant55/resale-listing-research-starter/issues/1,1,open,0,2026-06-10T20:54:29Z,https://jaxassistant55.github.io/resale-listing-research-starter/,https://jaxassistant55.github.io/resale-listing-research-starter/32ac58c2-053a-4ba2-ba9a-a6a92cdecf12.txt,2,202,2026-06-11 06:16:45 JST,indexnow_accepted_or_pending
2026-06-11 05:03:37 JST,service,Static Service Site Starter,https://github.com/jaxassistant55/static-service-site-starter,https://jaxassistant55.github.io/static-service-site-starter/demo/,live_http_200,https://github.com/jaxassistant55/static-service-site-starter/issues/new?template=paid-inquiry.md,https://github.com/jaxassistant55/static-service-site-starter/releases/tag/preview-v1,https://github.com/jaxassistant55/static-service-site-starter/releases/download/preview-v1/static-service-site-starter-preview.zip,https://jaxassistant55.github.io/jax-micro-offer-studio/static-demo-site-customization.html,https://jaxassistant55.github.io/jax-micro-offer-studio/static-demo-site-brief-builder.html,https://github.com/jaxassistant55/jax-micro-offer-studio/issues/6,$200,One paid static service site customization clears $100 before fees/refunds.,"Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared.",0,public_repo_release_issue_template_pages_live_no_buyer_or_payment,https://github.com/jaxassistant55/static-service-site-starter/issues/1,1,open,0,2026-06-10T20:54:32Z,https://jaxassistant55.github.io/static-service-site-starter/,https://jaxassistant55.github.io/static-service-site-starter/32ac58c2-053a-4ba2-ba9a-a6a92cdecf12.txt,2,202,2026-06-11 06:16:45 JST,indexnow_accepted_or_pending
2026-06-11 05:44:32 JST,service,Subscription Audit Savings Starter,https://github.com/jaxassistant55/subscription-audit-savings-starter,https://jaxassistant55.github.io/subscription-audit-savings-starter/demo/,live_http_200,https://github.com/jaxassistant55/subscription-audit-savings-starter/issues/new?template=paid-inquiry.md,https://github.com/jaxassistant55/subscription-audit-savings-starter/releases/tag/preview-v1,https://github.com/jaxassistant55/subscription-audit-savings-starter/releases/download/preview-v1/subscription-audit-savings-starter-preview.zip,https://jaxassistant55.github.io/jax-micro-offer-studio/subscription-audit-and-savings-prep-pack.html,https://jaxassistant55.github.io/jax-micro-offer-studio/subscription-savings-calculator.html,https://github.com/jaxassistant55/jax-micro-offer-studio/issues/17,$100,One paid Subscription Audit and Savings Prep Pack order clears $100 before fees/refunds.,"Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared.",0,public_repo_release_issue_template_pages_live_no_buyer_or_payment,https://github.com/jaxassistant55/subscription-audit-savings-starter/issues/1,1,open,0,2026-06-10T20:54:35Z,https://jaxassistant55.github.io/subscription-audit-savings-starter/,https://jaxassistant55.github.io/subscription-audit-savings-starter/32ac58c2-053a-4ba2-ba9a-a6a92cdecf12.txt,2,202,2026-06-11 06:16:45 JST,indexnow_accepted_or_pending
2026-06-11 05:32:53 JST,service,Technical Docs Cleanup Starter,https://github.com/jaxassistant55/technical-docs-cleanup-starter,https://jaxassistant55.github.io/technical-docs-cleanup-starter/demo/,live_http_200,https://github.com/jaxassistant55/technical-docs-cleanup-starter/issues/new?template=paid-inquiry.md,https://github.com/jaxassistant55/technical-docs-cleanup-starter/releases/tag/preview-v1,https://github.com/jaxassistant55/technical-docs-cleanup-starter/releases/download/preview-v1/technical-docs-cleanup-starter-preview.zip,https://jaxassistant55.github.io/jax-micro-offer-studio/technical-docs-cleanup.html,https://jaxassistant55.github.io/jax-micro-offer-studio/technical-docs-audit-brief-builder.html,https://github.com/jaxassistant55/jax-micro-offer-studio/issues/19,$150,One paid Technical Docs Cleanup order clears $100 before fees/refunds.,"Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared.",0,public_repo_release_issue_template_pages_live_no_buyer_or_payment,https://github.com/jaxassistant55/technical-docs-cleanup-starter/issues/1,1,open,0,2026-06-10T20:54:37Z,https://jaxassistant55.github.io/technical-docs-cleanup-starter/,https://jaxassistant55.github.io/technical-docs-cleanup-starter/32ac58c2-053a-4ba2-ba9a-a6a92cdecf12.txt,2,202,2026-06-11 06:16:45 JST,indexnow_accepted_or_pending
2026-06-11 05:44:32 JST,service,Translation Localization Draft Starter,https://github.com/jaxassistant55/translation-localization-draft-starter,https://jaxassistant55.github.io/translation-localization-draft-starter/demo/,live_http_200,https://github.com/jaxassistant55/translation-localization-draft-starter/issues/new?template=paid-inquiry.md,https://github.com/jaxassistant55/translation-localization-draft-starter/releases/tag/preview-v1,https://github.com/jaxassistant55/translation-localization-draft-starter/releases/download/preview-v1/translation-localization-draft-starter-preview.zip,https://jaxassistant55.github.io/jax-micro-offer-studio/translation-and-localization-draft-pack.html,https://jaxassistant55.github.io/jax-micro-offer-studio/localization-qa-brief-builder.html,https://github.com/jaxassistant55/jax-micro-offer-studio/issues/16,$100,One paid Translation and Localization Draft Pack order clears $100 before fees/refunds.,"Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared.",0,public_repo_release_issue_template_pages_live_no_buyer_or_payment,https://github.com/jaxassistant55/translation-localization-draft-starter/issues/1,1,open,0,2026-06-10T20:54:40Z,https://jaxassistant55.github.io/translation-localization-draft-starter/,https://jaxassistant55.github.io/translation-localization-draft-starter/32ac58c2-053a-4ba2-ba9a-a6a92cdecf12.txt,2,202,2026-06-11 06:16:45 JST,indexnow_accepted_or_pending
2026-06-11 05:32:53 JST,service,Website Audit Microservice Starter,https://github.com/jaxassistant55/website-audit-microservice-starter,https://jaxassistant55.github.io/website-audit-microservice-starter/demo/,live_http_200,https://github.com/jaxassistant55/website-audit-microservice-starter/issues/new?template=paid-inquiry.md,https://github.com/jaxassistant55/website-audit-microservice-starter/releases/tag/preview-v1,https://github.com/jaxassistant55/website-audit-microservice-starter/releases/download/preview-v1/website-audit-microservice-starter-preview.zip,https://jaxassistant55.github.io/jax-micro-offer-studio/website-audit-microservice.html,https://jaxassistant55.github.io/jax-micro-offer-studio/website-audit-lite.html,https://github.com/jaxassistant55/jax-micro-offer-studio/issues/4,$150,One paid Website Audit Microservice order clears $100 before fees/refunds.,"Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared.",0,public_repo_release_issue_template_pages_live_no_buyer_or_payment,https://github.com/jaxassistant55/website-audit-microservice-starter/issues/1,1,open,0,2026-06-10T20:54:42Z,https://jaxassistant55.github.io/website-audit-microservice-starter/,https://jaxassistant55.github.io/website-audit-microservice-starter/32ac58c2-053a-4ba2-ba9a-a6a92cdecf12.txt,2,202,2026-06-11 06:16:45 JST,indexnow_accepted_or_pending
2026-06-11 05:03:37 JST,service,Workflow Tracker Dashboard Starter,https://github.com/jaxassistant55/workflow-tracker-dashboard-starter,https://jaxassistant55.github.io/workflow-tracker-dashboard-starter/demo/,live_http_200,https://github.com/jaxassistant55/workflow-tracker-dashboard-starter/issues/new?template=paid-inquiry.md,https://github.com/jaxassistant55/workflow-tracker-dashboard-starter/releases/tag/preview-v1,https://github.com/jaxassistant55/workflow-tracker-dashboard-starter/releases/download/preview-v1/workflow-tracker-dashboard-starter-preview.zip,https://jaxassistant55.github.io/jax-micro-offer-studio/ai-workflow-tracker-sprint.html,https://jaxassistant55.github.io/jax-micro-offer-studio/ai-workflow-tracker-brief-builder.html,https://github.com/jaxassistant55/jax-micro-offer-studio/issues/5,$150,One paid workflow tracker sprint clears $100 before fees/refunds.,"Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared.",0,public_repo_release_issue_template_pages_live_no_buyer_or_payment,https://github.com/jaxassistant55/workflow-tracker-dashboard-starter/issues/1,1,open,0,2026-06-10T20:54:45Z,https://jaxassistant55.github.io/workflow-tracker-dashboard-starter/,https://jaxassistant55.github.io/workflow-tracker-dashboard-starter/32ac58c2-053a-4ba2-ba9a-a6a92cdecf12.txt,2,202,2026-06-11 06:16:45 JST,indexnow_accepted_or_pending
