generated_at_jst,rank,catalog_row_id,title,offer_type,price,amount_usd,primary_url,best_buyer_action_url,best_buyer_action_label,structured_form_url,order_board_url,repo_url,payment_activation_url,terms_url,exact_acceptance_statement,buyer_gate,proof_rule,money_confirmed_usd
2026-06-16 12:36:20 JST,19,central-automation-blueprint,Automation Blueprint,service,$100,100.0,https://jaxassistant55.github.io/jax-micro-offer-studio/automation-blueprint.html,https://github.com/jaxassistant55/automation-blueprint-starter/issues/new?template=ready-to-pay-automation-blueprint-starter.yml,Open structured ready-to-pay form,https://github.com/jaxassistant55/automation-blueprint-starter/issues/new?template=ready-to-pay-automation-blueprint-starter.yml,https://github.com/jaxassistant55/automation-blueprint-starter/issues/1,https://github.com/jaxassistant55/automation-blueprint-starter,https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation,"","","Real buyer, accepted scope, seller-controlled external payment route, delivery proof, and posted/released/payable/cleared money.","Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared.",0
2026-06-16 12:36:20 JST,20,standalone-automation-blueprint-starter,Automation Blueprint Starter,service,$100,100.0,https://jaxassistant55.github.io/automation-blueprint-starter/,https://github.com/jaxassistant55/automation-blueprint-starter/issues/new?template=ready-to-pay-automation-blueprint-starter.yml,Open repo-specific structured form,https://github.com/jaxassistant55/automation-blueprint-starter/issues/new?template=ready-to-pay-automation-blueprint-starter.yml,https://github.com/jaxassistant55/automation-blueprint-starter/issues/1,https://github.com/jaxassistant55/automation-blueprint-starter,https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation,"","","Real buyer, safe public inputs, accepted fixed scope, seller-controlled payment route, and proof before delivery.","Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared.",0
2026-06-16 12:36:20 JST,21,central-content-repurposing-sprint,Content Repurposing Sprint,service,$100,100.0,https://jaxassistant55.github.io/jax-micro-offer-studio/content-repurposing-sprint.html,https://github.com/jaxassistant55/content-repurposing-sprint-starter/issues/new?template=ready-to-pay-content-repurposing-sprint-starter.yml,Open structured ready-to-pay form,https://github.com/jaxassistant55/content-repurposing-sprint-starter/issues/new?template=ready-to-pay-content-repurposing-sprint-starter.yml,https://github.com/jaxassistant55/content-repurposing-sprint-starter/issues/1,https://github.com/jaxassistant55/content-repurposing-sprint-starter,https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation,"","","Real buyer, accepted scope, seller-controlled external payment route, delivery proof, and posted/released/payable/cleared money.","Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared.",0
2026-06-16 12:36:20 JST,22,standalone-content-repurposing-sprint-starter,Content Repurposing Sprint Starter,service,$100,100.0,https://jaxassistant55.github.io/content-repurposing-sprint-starter/,https://github.com/jaxassistant55/content-repurposing-sprint-starter/issues/new?template=ready-to-pay-content-repurposing-sprint-starter.yml,Open repo-specific structured form,https://github.com/jaxassistant55/content-repurposing-sprint-starter/issues/new?template=ready-to-pay-content-repurposing-sprint-starter.yml,https://github.com/jaxassistant55/content-repurposing-sprint-starter/issues/1,https://github.com/jaxassistant55/content-repurposing-sprint-starter,https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation,"","","Real buyer, safe public inputs, accepted fixed scope, seller-controlled payment route, and proof before delivery.","Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared.",0
2026-06-16 12:36:20 JST,23,standalone-resale-listing-research-starter,Resale Listing Research Starter,service,$100,100.0,https://jaxassistant55.github.io/resale-listing-research-starter/,https://github.com/jaxassistant55/resale-listing-research-starter/issues/new?template=ready-to-pay-resale-listing-research-starter.yml,Open repo-specific structured form,https://github.com/jaxassistant55/resale-listing-research-starter/issues/new?template=ready-to-pay-resale-listing-research-starter.yml,https://github.com/jaxassistant55/resale-listing-research-starter/issues/1,https://github.com/jaxassistant55/resale-listing-research-starter,https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation,"","","Real buyer, safe public inputs, accepted fixed scope, seller-controlled payment route, and proof before delivery.","Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared.",0
2026-06-16 12:36:20 JST,24,central-resale-listing-and-price-research-pack,Resale Listing and Price Research Pack,service,$100,100.0,https://jaxassistant55.github.io/jax-micro-offer-studio/resale-listing-and-price-research-pack.html,https://github.com/jaxassistant55/resale-listing-research-starter/issues/new?template=ready-to-pay-resale-listing-research-starter.yml,Open structured ready-to-pay form,https://github.com/jaxassistant55/resale-listing-research-starter/issues/new?template=ready-to-pay-resale-listing-research-starter.yml,https://github.com/jaxassistant55/resale-listing-research-starter/issues/1,https://github.com/jaxassistant55/resale-listing-research-starter,https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation,"","","Real buyer, accepted scope, seller-controlled external payment route, delivery proof, and posted/released/payable/cleared money.","Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared.",0
2026-06-16 12:36:20 JST,25,standalone-subscription-audit-savings-starter,Subscription Audit Savings Starter,service,$100,100.0,https://jaxassistant55.github.io/subscription-audit-savings-starter/,https://github.com/jaxassistant55/subscription-audit-savings-starter/issues/new?template=ready-to-pay-subscription-audit-savings-starter.yml,Open repo-specific structured form,https://github.com/jaxassistant55/subscription-audit-savings-starter/issues/new?template=ready-to-pay-subscription-audit-savings-starter.yml,https://github.com/jaxassistant55/subscription-audit-savings-starter/issues/1,https://github.com/jaxassistant55/subscription-audit-savings-starter,https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation,"","","Real buyer, safe public inputs, accepted fixed scope, seller-controlled payment route, and proof before delivery.","Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared.",0
2026-06-16 12:36:20 JST,26,central-subscription-audit-and-savings-prep-pack,Subscription Audit and Savings Prep Pack,service,$100,100.0,https://jaxassistant55.github.io/jax-micro-offer-studio/subscription-audit-and-savings-prep-pack.html,https://github.com/jaxassistant55/subscription-audit-savings-starter/issues/new?template=ready-to-pay-subscription-audit-savings-starter.yml,Open structured ready-to-pay form,https://github.com/jaxassistant55/subscription-audit-savings-starter/issues/new?template=ready-to-pay-subscription-audit-savings-starter.yml,https://github.com/jaxassistant55/subscription-audit-savings-starter/issues/1,https://github.com/jaxassistant55/subscription-audit-savings-starter,https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation,"","","Real buyer, accepted scope, seller-controlled external payment route, delivery proof, and posted/released/payable/cleared money.","Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared.",0
2026-06-16 12:36:20 JST,27,standalone-translation-localization-draft-starter,Translation Localization Draft Starter,service,$100,100.0,https://jaxassistant55.github.io/translation-localization-draft-starter/,https://github.com/jaxassistant55/translation-localization-draft-starter/issues/new?template=ready-to-pay-translation-localization-draft-starter.yml,Open repo-specific structured form,https://github.com/jaxassistant55/translation-localization-draft-starter/issues/new?template=ready-to-pay-translation-localization-draft-starter.yml,https://github.com/jaxassistant55/translation-localization-draft-starter/issues/1,https://github.com/jaxassistant55/translation-localization-draft-starter,https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation,"","","Real buyer, safe public inputs, accepted fixed scope, seller-controlled payment route, and proof before delivery.","Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared.",0
2026-06-16 12:36:20 JST,28,central-translation-and-localization-draft-pack,Translation and Localization Draft Pack,service,$100,100.0,https://jaxassistant55.github.io/jax-micro-offer-studio/translation-and-localization-draft-pack.html,https://github.com/jaxassistant55/translation-localization-draft-starter/issues/new?template=ready-to-pay-translation-localization-draft-starter.yml,Open structured ready-to-pay form,https://github.com/jaxassistant55/translation-localization-draft-starter/issues/new?template=ready-to-pay-translation-localization-draft-starter.yml,https://github.com/jaxassistant55/translation-localization-draft-starter/issues/1,https://github.com/jaxassistant55/translation-localization-draft-starter,https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation,"","","Real buyer, accepted scope, seller-controlled external payment route, delivery proof, and posted/released/payable/cleared money.","Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared.",0
2026-06-16 12:36:20 JST,29,standalone-local-seo-gbp-audit-starter,Local SEO GBP Audit Starter,service,$175,175.0,https://jaxassistant55.github.io/local-seo-gbp-audit-starter/,https://github.com/jaxassistant55/local-seo-gbp-audit-starter/issues/new?template=ready-to-pay-local-seo-gbp-audit.yml,Open repo-specific structured form,https://github.com/jaxassistant55/local-seo-gbp-audit-starter/issues/new?template=ready-to-pay-local-seo-gbp-audit.yml,https://github.com/jaxassistant55/local-seo-gbp-audit-starter/issues/1,https://github.com/jaxassistant55/local-seo-gbp-audit-starter,https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation,https://jaxassistant55.github.io/jax-micro-offer-studio/local-seo-gbp-audit-terms.html,"I accept the Local SEO / GBP Audit fixed-scope terms at $175. I understand work starts only after seller-owned external payment proof exists; I will provide only public or buyer-authorized non-sensitive business details; the audit is limited to public website/profile review, category/citation/review/landing-page observations, and a prioritized action checklist; and Google account login work, profile claiming/verification, fake reviews, paid ads, legal advice, publishing edits, ongoing SEO, or extra revisions are not included unless separately agreed before payment.","Real buyer, safe public inputs, accepted fixed scope, seller-controlled payment route, and proof before delivery.","Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared.",0
2026-06-16 12:36:20 JST,30,hot-download-local-seo-gbp-audit-starter,Local SEO GBP Audit Starter,service,$175,175.0,https://jaxassistant55.github.io/jax-micro-offer-studio/hot-download-close-local-seo-gbp-audit-starter.html,https://github.com/jaxassistant55/local-seo-gbp-audit-starter/issues/new?template=ready-to-pay-local-seo-gbp-audit.yml,Open hot-route structured form,https://github.com/jaxassistant55/local-seo-gbp-audit-starter/issues/new?template=ready-to-pay-local-seo-gbp-audit.yml,https://github.com/jaxassistant55/local-seo-gbp-audit-starter/issues/1,https://github.com/jaxassistant55/local-seo-gbp-audit-starter,https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation,https://jaxassistant55.github.io/jax-micro-offer-studio/local-seo-gbp-audit-terms.html,"I accept the Local SEO / GBP Audit fixed-scope terms at $175. I understand work starts only after seller-owned external payment proof exists; I will provide only public or buyer-authorized non-sensitive business details; the audit is limited to public website/profile review, category/citation/review/landing-page observations, and a prioritized action checklist; and Google account login work, profile claiming/verification, fake reviews, paid ads, legal advice, publishing edits, ongoing SEO, or extra revisions are not included unless separately agreed before payment.","Buyer confirms the business URL/profile, target market, fixed scope, delivery format, and a $175 payment route before custom analysis starts.","Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared.",0
2026-06-16 12:36:20 JST,31,standalone-pdf-table-extraction-starter,PDF Table Extraction Starter,service,$125,125.0,https://jaxassistant55.github.io/pdf-table-extraction-starter/,https://github.com/jaxassistant55/pdf-table-extraction-starter/issues/new?template=ready-to-pay-pdf-table-extraction.yml,Open repo-specific structured form,https://github.com/jaxassistant55/pdf-table-extraction-starter/issues/new?template=ready-to-pay-pdf-table-extraction.yml,https://github.com/jaxassistant55/pdf-table-extraction-starter/issues/1,https://github.com/jaxassistant55/pdf-table-extraction-starter,https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation,https://jaxassistant55.github.io/jax-micro-offer-studio/pdf-table-extraction-terms.html,"I accept the PDF/Table Extraction fixed-scope terms at $125. I understand work starts only after seller-owned external payment proof exists; I will provide only public or buyer-owned/buyer-authorized non-sensitive documents through an approved channel; the deliverable is limited to extracted CSV/XLSX output, ambiguity notes, and a repeatable extraction checklist for the accepted sample; and confidential regulated data handling, OCR of large batches, custom software implementation, credential/account access, ongoing support, or extra revisions are not included unless separately agreed before payment.","Real buyer, safe public inputs, accepted fixed scope, seller-controlled payment route, and proof before delivery.","Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared.",0
2026-06-16 12:36:20 JST,32,hot-download-pdf-table-extraction-starter,PDF Table Extraction Starter,service,$125,125.0,https://jaxassistant55.github.io/jax-micro-offer-studio/hot-download-close-pdf-table-extraction-starter.html,https://github.com/jaxassistant55/pdf-table-extraction-starter/issues/new?template=ready-to-pay-pdf-table-extraction.yml,Open hot-route structured form,https://github.com/jaxassistant55/pdf-table-extraction-starter/issues/new?template=ready-to-pay-pdf-table-extraction.yml,https://github.com/jaxassistant55/pdf-table-extraction-starter/issues/1,https://github.com/jaxassistant55/pdf-table-extraction-starter,https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation,https://jaxassistant55.github.io/jax-micro-offer-studio/pdf-table-extraction-terms.html,"I accept the PDF/Table Extraction fixed-scope terms at $125. I understand work starts only after seller-owned external payment proof exists; I will provide only public or buyer-owned/buyer-authorized non-sensitive documents through an approved channel; the deliverable is limited to extracted CSV/XLSX output, ambiguity notes, and a repeatable extraction checklist for the accepted sample; and confidential regulated data handling, OCR of large batches, custom software implementation, credential/account access, ongoing support, or extra revisions are not included unless separately agreed before payment.","Buyer confirms file rights, table scope, output columns, deadline, and a $125 payment route before extraction starts.","Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared.",0
2026-06-16 12:36:20 JST,33,central-first-100-fast-start,First $100 Fast Start,service,$100,100.0,https://jaxassistant55.github.io/jax-micro-offer-studio/first-100-fast-start.html,https://github.com/jaxassistant55/jax-micro-offer-studio/issues/new?template=first-100-fast-start.yml,Open structured ready-to-pay form,https://github.com/jaxassistant55/jax-micro-offer-studio/issues/new?template=first-100-fast-start.yml,https://github.com/jaxassistant55/jax-micro-offer-studio/issues/24,https://github.com/jaxassistant55/jax-micro-offer-studio,https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation,https://jaxassistant55.github.io/jax-micro-offer-studio/first-100-fast-start-terms.html,"I accept the First $100 Fast Start fixed-scope terms at $100. I understand work starts only after seller-owned external payment proof exists; I will provide only public or buyer-authorized non-sensitive inputs; the selected starter scope is limited to the deliverable described on the First $100 Fast Start page; and custom implementation, account login work, credential handling, regulated advice, paid ads, purchasing, ongoing support, or extra revisions are not included unless separately agreed before payment.","Real buyer, accepted scope, seller-controlled external payment route, delivery proof, and posted/released/payable/cleared money.","Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared.",0
2026-06-16 12:36:20 JST,34,central-first-100-product-bundle,First $100 Product Bundle,product,$100,100.0,https://jaxassistant55.github.io/jax-micro-offer-studio/first-100-product-bundle.html,https://github.com/jaxassistant55/jax-micro-offer-studio/issues/new?template=first-100-product-bundle.yml,Open structured ready-to-pay form,https://github.com/jaxassistant55/jax-micro-offer-studio/issues/new?template=first-100-product-bundle.yml,https://github.com/jaxassistant55/jax-micro-offer-studio/issues/25,https://github.com/jaxassistant55/jax-micro-offer-studio,https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation,https://jaxassistant55.github.io/jax-micro-offer-studio/first-100-product-bundle-terms.html,"I accept the First $100 Product Bundle Terms at $100. I understand the private ZIP is delivered only after seller-owned external payment proof exists; the bundle is for my internal or client-project use only; I will not resell, redistribute, sublicense, or post the paid files publicly; and custom implementation or support is not included unless separately agreed before payment.","Real buyer, accepted scope, seller-controlled external payment route, delivery proof, and posted/released/payable/cleared money.","Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared.",0
