generated_at_jst,repo,repo_slug,title,type,price,amount_usd,sales_to_100_gross,terms_url,form_url,exact_acceptance_statement,payment_handoff_url,invoice_line,payment_message_template,money_rule,proof_required,payment_activation_url,proof_monitor_url
2026-06-16 10:33:20 JST,jaxassistant55/automation-blueprint-starter,automation-blueprint-starter,Automation Blueprint Starter,service,$100,100.0,1,https://jaxassistant55.github.io/jax-micro-offer-studio/standalone-offer-terms.html#automation-blueprint-starter,https://github.com/jaxassistant55/automation-blueprint-starter/issues/new?template=ready-to-pay-automation-blueprint-starter.yml,"I accept the Automation Blueprint Starter fixed-scope work terms at $100. I understand work or transfer starts only after seller-owned external payment proof exists; I will provide only public or buyer-owned/buyer-authorized non-sensitive inputs; the deliverable is limited to the public preview, README/ORDER scope, and accepted ready-to-pay form details; and credentials, account login work, unauthorized private files, confidential regulated data handling, purchasing, publishing changes, ongoing support, custom implementation beyond the accepted scope, or extra revisions are not included unless separately agreed before payment.",https://jaxassistant55.github.io/jax-micro-offer-studio/standalone-payment-handoff.html#automation-blueprint-starter,Automation Blueprint Starter fixed-scope paid work - $100,"Hi [buyer name],

Scope is ready for Automation Blueprint Starter at $100.

Terms: https://jaxassistant55.github.io/jax-micro-offer-studio/standalone-offer-terms.html#automation-blueprint-starter
Exact acceptance required before payment:
I accept the Automation Blueprint Starter fixed-scope work terms at $100. I understand work or transfer starts only after seller-owned external payment proof exists; I will provide only public or buyer-owned/buyer-authorized non-sensitive inputs; the deliverable is limited to the public preview, README/ORDER scope, and accepted ready-to-pay form details; and credentials, account login work, unauthorized private files, confidential regulated data handling, purchasing, publishing changes, ongoing support, custom implementation beyond the accepted scope, or extra revisions are not included unless separately agreed before payment.

Seller-owned payment route: [paste checkout, invoice, marketplace order, funded milestone, or payment request URL]
Seller contact: [seller contact]
Valid until: [due date]

Invoice line:
Automation Blueprint Starter fixed-scope paid work - $100

Please do not post credentials, payment screenshots, tax identifiers, private regulated data, or files you are not authorized to share in public GitHub issues.

Work or transfer starts only after exact terms acceptance and external payment proof exist. Money counts only after delivery/transfer and posted, released, payable, or cleared funds.","Count $0 until exact buyer acceptance, seller-owned external payment proof, delivery proof, and posted/released/payable/cleared funds exist.","Buyer issue, exact acceptance text, external payment proof, delivery proof, buyer acceptance or platform completion, payout state, amount, date, provider/platform, and refund/hold/fee state.",https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation.html,https://jaxassistant55.github.io/jax-micro-offer-studio/proof-monitor.html
2026-06-16 10:33:20 JST,jaxassistant55/browser-extension-template-preview,browser-extension-template-preview,Browser Extension Template Preview,product,$29,29.0,4,https://jaxassistant55.github.io/jax-micro-offer-studio/standalone-offer-terms.html#browser-extension-template-preview,https://github.com/jaxassistant55/browser-extension-template-preview/issues/new?template=ready-to-pay-browser-extension-template-preview.yml,"I accept the Browser Extension Template Preview transfer terms at $29. I understand work or transfer starts only after seller-owned external payment proof exists; I will provide only public or buyer-owned/buyer-authorized non-sensitive inputs; the deliverable is limited to the public preview, README/ORDER scope, and accepted ready-to-pay form details; and credentials, account login work, unauthorized private files, confidential regulated data handling, purchasing, publishing changes, ongoing support, custom implementation beyond the accepted scope, or extra revisions are not included unless separately agreed before payment.",https://jaxassistant55.github.io/jax-micro-offer-studio/standalone-payment-handoff.html#browser-extension-template-preview,Browser Extension Template Preview paid transfer - $29,"Hi [buyer name],

Scope is ready for Browser Extension Template Preview at $29.

Terms: https://jaxassistant55.github.io/jax-micro-offer-studio/standalone-offer-terms.html#browser-extension-template-preview
Exact acceptance required before payment:
I accept the Browser Extension Template Preview transfer terms at $29. I understand work or transfer starts only after seller-owned external payment proof exists; I will provide only public or buyer-owned/buyer-authorized non-sensitive inputs; the deliverable is limited to the public preview, README/ORDER scope, and accepted ready-to-pay form details; and credentials, account login work, unauthorized private files, confidential regulated data handling, purchasing, publishing changes, ongoing support, custom implementation beyond the accepted scope, or extra revisions are not included unless separately agreed before payment.

Seller-owned payment route: [paste checkout, invoice, marketplace order, funded milestone, or payment request URL]
Seller contact: [seller contact]
Valid until: [due date]

Invoice line:
Browser Extension Template Preview paid transfer - $29

Please do not post credentials, payment screenshots, tax identifiers, private regulated data, or files you are not authorized to share in public GitHub issues.

Work or transfer starts only after exact terms acceptance and external payment proof exist. Money counts only after delivery/transfer and posted, released, payable, or cleared funds.","Count $0 until exact buyer acceptance, seller-owned external payment proof, delivery proof, and posted/released/payable/cleared funds exist.","Buyer issue, exact acceptance text, external payment proof, delivery proof, buyer acceptance or platform completion, payout state, amount, date, provider/platform, and refund/hold/fee state.",https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation.html,https://jaxassistant55.github.io/jax-micro-offer-studio/proof-monitor.html
2026-06-16 10:33:20 JST,jaxassistant55/career-packet-starter,career-packet-starter,Career Packet Starter,service,$125,125.0,1,https://jaxassistant55.github.io/jax-micro-offer-studio/standalone-offer-terms.html#career-packet-starter,https://github.com/jaxassistant55/career-packet-starter/issues/new?template=ready-to-pay-career-packet-starter.yml,"I accept the Career Packet Starter fixed-scope work terms at $125. I understand work or transfer starts only after seller-owned external payment proof exists; I will provide only public or buyer-owned/buyer-authorized non-sensitive inputs; the deliverable is limited to the public preview, README/ORDER scope, and accepted ready-to-pay form details; and credentials, account login work, unauthorized private files, confidential regulated data handling, purchasing, publishing changes, ongoing support, custom implementation beyond the accepted scope, or extra revisions are not included unless separately agreed before payment.",https://jaxassistant55.github.io/jax-micro-offer-studio/standalone-payment-handoff.html#career-packet-starter,Career Packet Starter fixed-scope paid work - $125,"Hi [buyer name],

Scope is ready for Career Packet Starter at $125.

Terms: https://jaxassistant55.github.io/jax-micro-offer-studio/standalone-offer-terms.html#career-packet-starter
Exact acceptance required before payment:
I accept the Career Packet Starter fixed-scope work terms at $125. I understand work or transfer starts only after seller-owned external payment proof exists; I will provide only public or buyer-owned/buyer-authorized non-sensitive inputs; the deliverable is limited to the public preview, README/ORDER scope, and accepted ready-to-pay form details; and credentials, account login work, unauthorized private files, confidential regulated data handling, purchasing, publishing changes, ongoing support, custom implementation beyond the accepted scope, or extra revisions are not included unless separately agreed before payment.

Seller-owned payment route: [paste checkout, invoice, marketplace order, funded milestone, or payment request URL]
Seller contact: [seller contact]
Valid until: [due date]

Invoice line:
Career Packet Starter fixed-scope paid work - $125

Please do not post credentials, payment screenshots, tax identifiers, private regulated data, or files you are not authorized to share in public GitHub issues.

Work or transfer starts only after exact terms acceptance and external payment proof exist. Money counts only after delivery/transfer and posted, released, payable, or cleared funds.","Count $0 until exact buyer acceptance, seller-owned external payment proof, delivery proof, and posted/released/payable/cleared funds exist.","Buyer issue, exact acceptance text, external payment proof, delivery proof, buyer acceptance or platform completion, payout state, amount, date, provider/platform, and refund/hold/fee state.",https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation.html,https://jaxassistant55.github.io/jax-micro-offer-studio/proof-monitor.html
2026-06-16 10:33:20 JST,jaxassistant55/client-intake-sop-starter,client-intake-sop-starter,Client Intake SOP Starter,service,$125,125.0,1,https://jaxassistant55.github.io/jax-micro-offer-studio/standalone-offer-terms.html#client-intake-sop-starter,https://github.com/jaxassistant55/client-intake-sop-starter/issues/new?template=ready-to-pay-client-intake-sop-starter.yml,"I accept the Client Intake SOP Starter fixed-scope work terms at $125. I understand work or transfer starts only after seller-owned external payment proof exists; I will provide only public or buyer-owned/buyer-authorized non-sensitive inputs; the deliverable is limited to the public preview, README/ORDER scope, and accepted ready-to-pay form details; and credentials, account login work, unauthorized private files, confidential regulated data handling, purchasing, publishing changes, ongoing support, custom implementation beyond the accepted scope, or extra revisions are not included unless separately agreed before payment.",https://jaxassistant55.github.io/jax-micro-offer-studio/standalone-payment-handoff.html#client-intake-sop-starter,Client Intake SOP Starter fixed-scope paid work - $125,"Hi [buyer name],

Scope is ready for Client Intake SOP Starter at $125.

Terms: https://jaxassistant55.github.io/jax-micro-offer-studio/standalone-offer-terms.html#client-intake-sop-starter
Exact acceptance required before payment:
I accept the Client Intake SOP Starter fixed-scope work terms at $125. I understand work or transfer starts only after seller-owned external payment proof exists; I will provide only public or buyer-owned/buyer-authorized non-sensitive inputs; the deliverable is limited to the public preview, README/ORDER scope, and accepted ready-to-pay form details; and credentials, account login work, unauthorized private files, confidential regulated data handling, purchasing, publishing changes, ongoing support, custom implementation beyond the accepted scope, or extra revisions are not included unless separately agreed before payment.

Seller-owned payment route: [paste checkout, invoice, marketplace order, funded milestone, or payment request URL]
Seller contact: [seller contact]
Valid until: [due date]

Invoice line:
Client Intake SOP Starter fixed-scope paid work - $125

Please do not post credentials, payment screenshots, tax identifiers, private regulated data, or files you are not authorized to share in public GitHub issues.

Work or transfer starts only after exact terms acceptance and external payment proof exist. Money counts only after delivery/transfer and posted, released, payable, or cleared funds.","Count $0 until exact buyer acceptance, seller-owned external payment proof, delivery proof, and posted/released/payable/cleared funds exist.","Buyer issue, exact acceptance text, external payment proof, delivery proof, buyer acceptance or platform completion, payout state, amount, date, provider/platform, and refund/hold/fee state.",https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation.html,https://jaxassistant55.github.io/jax-micro-offer-studio/proof-monitor.html
2026-06-16 10:33:20 JST,jaxassistant55/content-repurposing-sprint-starter,content-repurposing-sprint-starter,Content Repurposing Sprint Starter,service,$100,100.0,1,https://jaxassistant55.github.io/jax-micro-offer-studio/standalone-offer-terms.html#content-repurposing-sprint-starter,https://github.com/jaxassistant55/content-repurposing-sprint-starter/issues/new?template=ready-to-pay-content-repurposing-sprint-starter.yml,"I accept the Content Repurposing Sprint Starter fixed-scope work terms at $100. I understand work or transfer starts only after seller-owned external payment proof exists; I will provide only public or buyer-owned/buyer-authorized non-sensitive inputs; the deliverable is limited to the public preview, README/ORDER scope, and accepted ready-to-pay form details; and credentials, account login work, unauthorized private files, confidential regulated data handling, purchasing, publishing changes, ongoing support, custom implementation beyond the accepted scope, or extra revisions are not included unless separately agreed before payment.",https://jaxassistant55.github.io/jax-micro-offer-studio/standalone-payment-handoff.html#content-repurposing-sprint-starter,Content Repurposing Sprint Starter fixed-scope paid work - $100,"Hi [buyer name],

Scope is ready for Content Repurposing Sprint Starter at $100.

Terms: https://jaxassistant55.github.io/jax-micro-offer-studio/standalone-offer-terms.html#content-repurposing-sprint-starter
Exact acceptance required before payment:
I accept the Content Repurposing Sprint Starter fixed-scope work terms at $100. I understand work or transfer starts only after seller-owned external payment proof exists; I will provide only public or buyer-owned/buyer-authorized non-sensitive inputs; the deliverable is limited to the public preview, README/ORDER scope, and accepted ready-to-pay form details; and credentials, account login work, unauthorized private files, confidential regulated data handling, purchasing, publishing changes, ongoing support, custom implementation beyond the accepted scope, or extra revisions are not included unless separately agreed before payment.

Seller-owned payment route: [paste checkout, invoice, marketplace order, funded milestone, or payment request URL]
Seller contact: [seller contact]
Valid until: [due date]

Invoice line:
Content Repurposing Sprint Starter fixed-scope paid work - $100

Please do not post credentials, payment screenshots, tax identifiers, private regulated data, or files you are not authorized to share in public GitHub issues.

Work or transfer starts only after exact terms acceptance and external payment proof exist. Money counts only after delivery/transfer and posted, released, payable, or cleared funds.","Count $0 until exact buyer acceptance, seller-owned external payment proof, delivery proof, and posted/released/payable/cleared funds exist.","Buyer issue, exact acceptance text, external payment proof, delivery proof, buyer acceptance or platform completion, payout state, amount, date, provider/platform, and refund/hold/fee state.",https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation.html,https://jaxassistant55.github.io/jax-micro-offer-studio/proof-monitor.html
2026-06-16 10:33:20 JST,jaxassistant55/data-cleanup-sprint-starter,data-cleanup-sprint-starter,Data Cleanup Sprint Starter,service,$125,125.0,1,https://jaxassistant55.github.io/jax-micro-offer-studio/standalone-offer-terms.html#data-cleanup-sprint-starter,https://github.com/jaxassistant55/data-cleanup-sprint-starter/issues/new?template=ready-to-pay-data-cleanup-sprint-starter.yml,"I accept the Data Cleanup Sprint Starter fixed-scope work terms at $125. I understand work or transfer starts only after seller-owned external payment proof exists; I will provide only public or buyer-owned/buyer-authorized non-sensitive inputs; the deliverable is limited to the public preview, README/ORDER scope, and accepted ready-to-pay form details; and credentials, account login work, unauthorized private files, confidential regulated data handling, purchasing, publishing changes, ongoing support, custom implementation beyond the accepted scope, or extra revisions are not included unless separately agreed before payment.",https://jaxassistant55.github.io/jax-micro-offer-studio/standalone-payment-handoff.html#data-cleanup-sprint-starter,Data Cleanup Sprint Starter fixed-scope paid work - $125,"Hi [buyer name],

Scope is ready for Data Cleanup Sprint Starter at $125.

Terms: https://jaxassistant55.github.io/jax-micro-offer-studio/standalone-offer-terms.html#data-cleanup-sprint-starter
Exact acceptance required before payment:
I accept the Data Cleanup Sprint Starter fixed-scope work terms at $125. I understand work or transfer starts only after seller-owned external payment proof exists; I will provide only public or buyer-owned/buyer-authorized non-sensitive inputs; the deliverable is limited to the public preview, README/ORDER scope, and accepted ready-to-pay form details; and credentials, account login work, unauthorized private files, confidential regulated data handling, purchasing, publishing changes, ongoing support, custom implementation beyond the accepted scope, or extra revisions are not included unless separately agreed before payment.

Seller-owned payment route: [paste checkout, invoice, marketplace order, funded milestone, or payment request URL]
Seller contact: [seller contact]
Valid until: [due date]

Invoice line:
Data Cleanup Sprint Starter fixed-scope paid work - $125

Please do not post credentials, payment screenshots, tax identifiers, private regulated data, or files you are not authorized to share in public GitHub issues.

Work or transfer starts only after exact terms acceptance and external payment proof exist. Money counts only after delivery/transfer and posted, released, payable, or cleared funds.","Count $0 until exact buyer acceptance, seller-owned external payment proof, delivery proof, and posted/released/payable/cleared funds exist.","Buyer issue, exact acceptance text, external payment proof, delivery proof, buyer acceptance or platform completion, payout state, amount, date, provider/platform, and refund/hold/fee state.",https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation.html,https://jaxassistant55.github.io/jax-micro-offer-studio/proof-monitor.html
2026-06-16 10:33:20 JST,jaxassistant55/local-seo-gbp-audit-starter,local-seo-gbp-audit-starter,Local SEO GBP Audit Starter,service,$175,175.0,1,https://jaxassistant55.github.io/jax-micro-offer-studio/standalone-offer-terms.html#local-seo-gbp-audit-starter,https://github.com/jaxassistant55/local-seo-gbp-audit-starter/issues/new?template=ready-to-pay-local-seo-gbp-audit.yml,"I accept the Local SEO / GBP Audit fixed-scope terms at $175. I understand work starts only after seller-owned external payment proof exists; I will provide only public or buyer-authorized non-sensitive business details; the audit is limited to public website/profile review, category/citation/review/landing-page observations, and a prioritized action checklist; and Google account login work, profile claiming/verification, fake reviews, paid ads, legal advice, publishing edits, ongoing SEO, or extra revisions are not included unless separately agreed before payment.",https://jaxassistant55.github.io/jax-micro-offer-studio/standalone-payment-handoff.html#local-seo-gbp-audit-starter,Local SEO GBP Audit Starter fixed-scope paid work - $175,"Hi [buyer name],

Scope is ready for Local SEO GBP Audit Starter at $175.

Terms: https://jaxassistant55.github.io/jax-micro-offer-studio/standalone-offer-terms.html#local-seo-gbp-audit-starter
Exact acceptance required before payment:
I accept the Local SEO / GBP Audit fixed-scope terms at $175. I understand work starts only after seller-owned external payment proof exists; I will provide only public or buyer-authorized non-sensitive business details; the audit is limited to public website/profile review, category/citation/review/landing-page observations, and a prioritized action checklist; and Google account login work, profile claiming/verification, fake reviews, paid ads, legal advice, publishing edits, ongoing SEO, or extra revisions are not included unless separately agreed before payment.

Seller-owned payment route: [paste checkout, invoice, marketplace order, funded milestone, or payment request URL]
Seller contact: [seller contact]
Valid until: [due date]

Invoice line:
Local SEO GBP Audit Starter fixed-scope paid work - $175

Please do not post credentials, payment screenshots, tax identifiers, private regulated data, or files you are not authorized to share in public GitHub issues.

Work or transfer starts only after exact terms acceptance and external payment proof exist. Money counts only after delivery/transfer and posted, released, payable, or cleared funds.","Count $0 until exact buyer acceptance, seller-owned external payment proof, delivery proof, and posted/released/payable/cleared funds exist.","Buyer issue, exact acceptance text, external payment proof, delivery proof, buyer acceptance or platform completion, payout state, amount, date, provider/platform, and refund/hold/fee state.",https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation.html,https://jaxassistant55.github.io/jax-micro-offer-studio/proof-monitor.html
2026-06-16 10:33:20 JST,jaxassistant55/niche-quote-estimator-starter,niche-quote-estimator-starter,Niche Quote Estimator Starter,service,$150,150.0,1,https://jaxassistant55.github.io/jax-micro-offer-studio/standalone-offer-terms.html#niche-quote-estimator-starter,https://github.com/jaxassistant55/niche-quote-estimator-starter/issues/new?template=ready-to-pay-niche-quote-estimator-starter.yml,"I accept the Niche Quote Estimator Starter fixed-scope work terms at $150. I understand work or transfer starts only after seller-owned external payment proof exists; I will provide only public or buyer-owned/buyer-authorized non-sensitive inputs; the deliverable is limited to the public preview, README/ORDER scope, and accepted ready-to-pay form details; and credentials, account login work, unauthorized private files, confidential regulated data handling, purchasing, publishing changes, ongoing support, custom implementation beyond the accepted scope, or extra revisions are not included unless separately agreed before payment.",https://jaxassistant55.github.io/jax-micro-offer-studio/standalone-payment-handoff.html#niche-quote-estimator-starter,Niche Quote Estimator Starter fixed-scope paid work - $150,"Hi [buyer name],

Scope is ready for Niche Quote Estimator Starter at $150.

Terms: https://jaxassistant55.github.io/jax-micro-offer-studio/standalone-offer-terms.html#niche-quote-estimator-starter
Exact acceptance required before payment:
I accept the Niche Quote Estimator Starter fixed-scope work terms at $150. I understand work or transfer starts only after seller-owned external payment proof exists; I will provide only public or buyer-owned/buyer-authorized non-sensitive inputs; the deliverable is limited to the public preview, README/ORDER scope, and accepted ready-to-pay form details; and credentials, account login work, unauthorized private files, confidential regulated data handling, purchasing, publishing changes, ongoing support, custom implementation beyond the accepted scope, or extra revisions are not included unless separately agreed before payment.

Seller-owned payment route: [paste checkout, invoice, marketplace order, funded milestone, or payment request URL]
Seller contact: [seller contact]
Valid until: [due date]

Invoice line:
Niche Quote Estimator Starter fixed-scope paid work - $150

Please do not post credentials, payment screenshots, tax identifiers, private regulated data, or files you are not authorized to share in public GitHub issues.

Work or transfer starts only after exact terms acceptance and external payment proof exist. Money counts only after delivery/transfer and posted, released, payable, or cleared funds.","Count $0 until exact buyer acceptance, seller-owned external payment proof, delivery proof, and posted/released/payable/cleared funds exist.","Buyer issue, exact acceptance text, external payment proof, delivery proof, buyer acceptance or platform completion, payout state, amount, date, provider/platform, and refund/hold/fee state.",https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation.html,https://jaxassistant55.github.io/jax-micro-offer-studio/proof-monitor.html
